replicate,Position_n,Moth_ID,Unnamed: 1,cell_cycle_stage,frame_i,original_filename,timestamp,time_min,cell_area_pxl,cell_area_um2,ratio_areas_bud_moth,cell_vol_vox,cell_vol_fl,ratio_volumes_bud_moth,predicted_cell_cycle_stage,generation_num,num_spots,ref_ch_vol_vox,ref_ch_vol_um3,ref_ch_vol_len_um,ref_ch_num_fragments,relationship,relative_ID,OF,num_spots_inside_ref_ch,spots_ch_norm_val,ref_ch_norm_val,spotsize_tot_fluoresc,spots_INref_tot_fluoresc,creation_datetime,ratio_num_spots_bud_moth,strain,genotype,mtnet_skeleton_length_voxels
2022-11-11,Position_17,9,178.0,S,0.0,YFT006-17,2022/12/02 12:03:57.855,0.0,7416.0,33.5393235,0.3900656044985942,342352.5138052327,104.12389058816969,0.2340611429963384,S,2.0,33.0,24424.0,38.660673275,0.0,6.0,mother,7.0,0.0,56.0,0.1097850423620366,0.1459598830103518,456.1550060421156,1879.760784313725,2022/12/02 12:04:16.867,0.2692307692307692,YFT006,WT,742.0
2022-11-11,Position_18,2,13.0,G1,0.0,YFT006-18,2022/12/02 12:04:17.632,0.0,5261.0,23.793201312500003,0.0,258631.0443987862,78.6606479688471,0.0,G1,2.0,31.0,13791.0,21.829730803125003,0.0,4.0,mother,-1.0,0.0,44.0,0.0637210710014679,0.1375989179556866,219.74327684869328,510.21960784313706,2022/12/02 12:04:46.942,,YFT006,WT,556.0
2022-11-11,Position_18,3,27.0,G1,0.0,YFT006-18,2022/12/02 12:04:17.632,0.0,3411.0,15.426460687500002,0.0,126646.5047985407,38.51856281832216,0.0,G1,2.0,15.0,9473.0,14.994782096875,0.0,2.0,mother,-1.0,0.0,26.0,0.0618914517884902,0.1418703762559809,95.22143587098746,283.3960784313724,2022/12/02 12:04:46.942,,YFT006,WT,279.0
2022-11-11,Position_18,5,154.0,S,0.0,YFT006-18,2022/12/02 12:04:17.632,0.0,8745.0,39.5498090625,0.7093432369038312,411246.7375611806,125.0775401956684,0.5534827603374128,S,2.0,40.0,27120.0,42.92816325,0.0,3.0,mother,4.0,0.0,68.0,0.0878964835462446,0.1424266169861214,385.0313781174299,1871.4156862745097,2022/12/02 12:04:46.942,0.4814814814814814,YFT006,WT,758.0
2022-11-11,Position_18,7,171.0,S,0.0,YFT006-18,2022/12/02 12:04:17.632,0.0,7970.0,36.04482312500001,0.3147476080501484,358008.10905748286,108.88541977637178,0.1989474004737128,S,2.0,38.0,38338.0,60.68510039375,0.0,5.0,mother,6.0,0.0,61.0,0.0912353394120085,0.1711584614044517,655.0469018172357,2433.850980392156,2022/12/02 12:04:46.942,0.1875,YFT006,WT,666.0
2022-11-11,Position_19,2,105.0,S,0.0,YFT006-19,2022/12/02 12:04:48.371,0.0,7848.0,35.49307050000001,0.7286343612334801,337232.78189271933,102.56676340492204,0.5872869715429405,S,2.0,39.0,27580.0,43.656295812500005,0.0,3.0,mother,1.0,0.0,63.0,0.1045081015051386,0.1748237248691829,511.37404742477065,2354.1960784313724,2022/12/02 12:05:07.344,0.3448275862068966,YFT006,WT,689.0
2022-11-11,Position_19,3,28.0,G1,0.0,YFT006-19,2022/12/02 12:04:48.371,0.0,2964.0,13.404875250000002,0.0,109469.23267958236,33.29422728522552,0.0,G1,2.0,14.0,10109.0,16.001504509375,0.0,1.0,mother,-1.0,0.0,26.0,0.1097017922008162,0.1771721836549692,230.2549019607844,887.6901960784313,2022/12/02 12:05:07.344,,YFT006,WT,266.0
2022-11-11,Position_19,4,46.0,G1,0.0,YFT006-19,2022/12/02 12:04:48.371,0.0,4075.0,18.4294421875,0.0,180144.3749877746,54.7895296074048,0.0,G1,2.0,25.0,16991.0,26.895000803125,0.0,2.0,mother,-1.0,0.0,40.0,0.1125380570526328,0.1735744018872036,333.4476557085001,1343.0549019607845,2022/12/02 12:05:07.344,,YFT006,WT,427.0
2022-11-11,Position_2,1,0.0,G1,0.0,YFT006-02,2022/12/02 11:57:41.722,0.0,4284.0,19.37465775,0.0,181623.048082663,55.23925668501996,0.0,G1,2.0,22.0,18692.0,29.5875083875,0.0,2.0,mother,-1.0,0.0,34.0,0.1014506566918169,0.192321526383235,326.3423490064922,1348.4627450980392,2022/12/02 11:58:00.797,,YFT006,WT,480.0
2022-11-11,Position_2,2,106.0,S,0.0,YFT006-02,2022/12/02 11:57:41.722,0.0,7920.0,35.818695000000005,0.3462519122896481,392688.59836462507,119.43322453476016,0.2035978957366829,S,2.0,26.0,26288.0,41.61119305,0.0,3.0,mother,5.0,0.0,39.0,0.1247898333492913,0.2000224433224138,561.1176470588234,2801.690196078431,2022/12/02 11:58:00.797,0.238095238095238,YFT006,WT,408.0
2022-11-11,Position_2,3,29.0,G1,0.0,YFT006-02,2022/12/02 11:57:41.722,0.0,5246.0,23.725362875,0.0,251262.66115377884,76.41961073419331,0.0,G1,2.0,31.0,13331.0,21.101598240625,0.0,3.0,mother,-1.0,0.0,40.0,0.1418574779055883,0.1654742030257239,380.392156862745,1475.364705882353,2022/12/02 11:58:00.797,,YFT006,WT,371.0
2022-11-11,Position_2,4,47.0,G1,0.0,YFT006-02,2022/12/02 11:57:41.722,0.0,4295.0,19.4244059375,0.0,193732.8659660613,58.92236488924648,0.0,G1,2.0,20.0,14029.0,22.206460259375,0.0,3.0,mother,-1.0,0.0,33.0,0.1524263131574242,0.174791895618173,167.63529411764716,1465.562745098039,2022/12/02 11:58:00.797,,YFT006,WT,371.0
