exp_folder,Position_n,Cell_ID,category,mKate_stain_index,mNeon_inside_cell_stain_index
2022-08-25,Position_3,1,Neg. control,0.0,0.5524505170521985
2022-08-25,Position_3,2,Neg. control,0.0,0.8050149219880821
2022-08-25,Position_4,3,Neg. control,0.0,0.8465438996787367
2022-08-25,Position_4,5,Neg. control,0.6397683720321848,0.7302545163083276
2022-08-25,Position_5,1,Neg. control,0.0,0.8696842259073503
2022-08-25,Position_5,2,Neg. control,0.0,0.5827389149273196
2022-08-25,Position_5,3,Neg. control,0.0,0.5666705585062516
2022-08-25,Position_5,4,Neg. control,0.0,1.167489044658313
2022-08-25,Position_6,2,Neg. control,0.0,0.7659960918241797
2022-08-25,Position_6,5,Neg. control,0.1697022463207847,0.7813415537589319
2022-08-25,Position_7,4,Neg. control,0.0,1.3972054857273106
2022-08-25,Position_8,2,Neg. control,0.0,1.0581726006230507
2022-08-25,Position_8,3,Neg. control,0.0,1.067959438881967
2022-08-25,Position_9,2,Neg. control,0.1777515629205217,0.7997638885538078
2022-08-25,Position_9,3,Neg. control,0.1836375368700294,1.042835189278125
2022-08-25,Position_9,4,Neg. control,0.1803759665012005,0.9914929754990398
2022-08-25,Position_10,3,Neg. control,0.0,0.5394208926797517
2022-08-25,Position_11,1,Neg. control,0.0,0.7365556830697856
2022-08-25,Position_11,2,Neg. control,0.0,1.635531142448789
2022-08-25,Position_11,3,Neg. control,0.0,0.5372523965302235
2022-08-25,Position_12,2,Neg. control,0.1786389239267623,0.767823199853134
2022-08-25,Position_13,2,Neg. control,0.3550237830798176,0.7711982795752718
2022-08-25,Position_13,3,Neg. control,0.1838441822256724,0.6352349694336201
2022-08-25,Position_13,4,Neg. control,0.0,0.8114847502483508
2022-08-25,Position_14,4,Neg. control,0.180274250232309,0.7741439878378397
2022-08-25,Position_15,1,Neg. control,0.0,0.8012357287285139
2022-08-25,Position_15,2,Neg. control,0.0,0.7427236890616887
2022-08-25,Position_15,3,Neg. control,0.3652894600309073,1.0714054773657629
2022-08-25,Position_17,3,Neg. control,0.0,1.0918363396610449
2022-08-25,Position_18,3,Neg. control,0.1798917769712285,0.7977728397672893
2022-08-25,Position_18,5,Neg. control,0.1794758604653166,0.8164182800850861
2022-08-25,Position_20,2,Neg. control,0.1837504233616119,0.9548874241313076
2022-08-25,Position_20,3,Neg. control,0.0,1.241980000597372
2022-08-25,Position_21,7,Neg. control,0.0,0.5255519194762313
2022-08-25,Position_22,5,Neg. control,0.0,1.106650187560386
2022-08-25,Position_22,8,Neg. control,0.3020459018117784,0.7403933687799943
2022-08-25,Position_23,2,Neg. control,0.5093661873227276,0.8013773936913337
2022-08-25,Position_24,1,Neg. control,0.184214410013675,0.7794934463560089
2022-08-25,Position_24,4,Neg. control,0.0,1.100198312173562
2022-08-25,Position_26,4,Neg. control,0.3313049331150485,0.7454480598231996
2022-08-25,Position_27,2,Neg. control,0.3348339585444782,0.7336957693050025
2022-08-25,Position_28,1,Neg. control,0.0,1.442876313869654
2022-08-25,Position_28,3,Neg. control,0.0,0.8595447754280187
2022-08-25,Position_29,2,Neg. control,0.0,0.8220495866278469
2022-08-25,Position_29,3,Neg. control,0.0,0.7865875734403538
2022-08-25,Position_29,5,Neg. control,0.1680310320358271,0.5447800553848281
2022-08-25,Position_31,1,Neg. control,0.0,0.8676088031886535
2022-08-25,Position_31,2,Neg. control,0.0,1.100069403175935
2022-08-25,Position_33,2,Neg. control,0.0,0.808652793856483
2022-08-25,Position_33,3,Neg. control,0.0,0.8002815636634811
2022-09-01,Position_1,4,Neg. control,0.3387809770852822,0.2586118027701032
2022-09-01,Position_2,2,Neg. control,0.3847105489141958,0.8200470779489106
2022-09-01,Position_2,3,Neg. control,0.1783691079327003,0.5864903980247789
2022-09-01,Position_2,4,Neg. control,0.6391835516061883,0.7853869603388708
2022-09-01,Position_4,1,Neg. control,0.0,0.6677763398901487
2022-09-01,Position_4,2,Neg. control,0.0,0.5949134295896412
2022-09-01,Position_5,5,Neg. control,0.0,0.9104883648179584
2022-09-01,Position_6,2,Neg. control,0.0,0.8153738044399031
2022-09-01,Position_6,3,Neg. control,0.0,0.548349085754225
2022-09-01,Position_6,4,Neg. control,0.0,0.58174676034122
2022-09-01,Position_6,6,Neg. control,0.0,0.8383850332000818
2022-09-01,Position_7,2,Neg. control,0.3530654816671833,0.880529572109525
2022-09-01,Position_7,3,Neg. control,0.0,0.7271456884083418
2022-09-01,Position_7,4,Neg. control,0.0,0.5511964545489798
2022-09-01,Position_8,1,Neg. control,0.6644878979873221,0.842152408806912
2022-09-01,Position_8,2,Neg. control,0.0,0.5759557147589941
2022-09-01,Position_9,1,Neg. control,0.0,1.174958176875715
2022-09-01,Position_11,1,Neg. control,0.3450708712075928,0.3222302465120715
2022-09-01,Position_11,5,Neg. control,0.0,0.9140584548709896
2022-09-01,Position_14,3,Neg. control,0.0,0.5675060493446631
2022-09-01,Position_14,5,Neg. control,0.0,0.8758890006930877
2022-09-01,Position_15,3,Neg. control,0.0,0.5734447388803652
2022-09-01,Position_16,2,Neg. control,0.0,0.806356538416196
2022-09-01,Position_17,1,Neg. control,0.1765273295794582,0.8162011132027006
2022-09-01,Position_17,4,Neg. control,0.1817075915739211,0.8158040409378862
2022-09-01,Position_18,4,Neg. control,0.1769578878373148,0.5415226374615092
2022-09-01,Position_18,5,Neg. control,0.1873428723717485,0.8263167394358236
2022-09-01,Position_18,6,Neg. control,0.5364672571391758,1.0826988069852177
2022-09-01,Position_19,1,Neg. control,0.0,0.6040245508767715
2022-09-01,Position_19,2,Neg. control,0.1766142508427744,0.8712161757125877
2022-09-01,Position_19,3,Neg. control,0.0,0.9206992746633448
2022-09-01,Position_20,1,Neg. control,0.5303866329121097,0.5541184865098323
2022-09-01,Position_20,3,Neg. control,0.4900963205701049,1.0785303829121051
2022-09-01,Position_21,1,Neg. control,0.0,0.9432496917132144
2022-09-01,Position_21,2,Neg. control,0.0,0.6277349901334776
2022-09-01,Position_21,3,Neg. control,0.3527111909455561,0.8649595895963959
2022-09-01,Position_22,4,Neg. control,0.0,0.8416090043785135
2022-09-01,Position_23,3,Neg. control,0.0,1.223556517595546
2022-09-01,Position_24,5,Neg. control,0.0,0.5831091375229855
2022-09-01,Position_25,2,Neg. control,0.0,0.8384349051419205
2022-09-01,Position_25,3,Neg. control,0.0,1.1923480567728832
2022-09-01,Position_26,2,Neg. control,0.0,0.8174417523029789
2022-09-01,Position_27,2,Neg. control,1.0747362942888472,0.7700067944814575
2022-09-01,Position_28,4,Neg. control,0.0,1.219528587736529
2022-09-01,Position_30,2,Neg. control,0.0,0.5528339748461282
2022-09-01,Position_31,1,Neg. control,0.0,0.835048096439077
2022-09-01,Position_32,4,Neg. control,0.0,0.9157083283999168
2022-09-01,Position_33,3,Neg. control,0.0,1.1350078590867865
