medium,ploidy,replicate,exp_folder,Position_n,Cell_ID,category,mKate_stain_index,mNeon_inside_cell_stain_index
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_14,3,SCD,3.522451607886388,3.4087727134210626
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_15,1,SCD,3.1963493079422776,3.532689773661136
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_15,2,SCD,2.9838079051974398,2.9644907129066773
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_16,1,SCD,3.248096990770566,2.93535969003792
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_16,2,SCD,3.055345118759785,3.6896497875294703
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_17,1,SCD,3.466462449740637,3.4777644295500285
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_17,2,SCD,3.504219170507651,3.5848323063483334
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_18,1,SCD,3.4908521323741595,3.549852786219447
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_19,1,SCD,3.2104056924440854,2.7126403153948924
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_19,2,SCD,3.393099967745968,2.9589429760806167
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_20,2,SCD,3.73016370074837,3.629760955027429
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_20,4,SCD,3.3193302329516863,3.003557951561901
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_21,1,SCD,2.6689812164883766,2.419546676432373
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_21,2,SCD,3.0915114363438208,2.551517936430873
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_22,1,SCD,3.533449735949251,3.3032133376411696
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_22,2,SCD,3.2755191922245253,3.035824047342843
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_23,1,SCD,2.992343337960188,2.863321903395872
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_24,1,SCD,3.144104609708408,2.9605584912253837
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_24,2,SCD,3.019574545749472,3.348019964972829
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_25,1,SCD,3.3262589124916446,3.080429288024608
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_25,2,SCD,3.957157141860432,2.911963055330453
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_26,2,SCD,3.4039712592317457,3.3377088274256983
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_26,3,SCD,4.029957675486473,2.89323842283206
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_27,2,SCD,3.426520100406775,3.351484597390052
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_27,4,SCD,4.37871308393394,3.919021247061
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_28,2,SCD,3.2969673491976312,2.920324686131559
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_29,2,SCD,3.15366633324609,2.5262791388085457
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_29,3,SCD,3.4241475456675805,2.594751724531549
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_30,1,SCD,3.417732821738,3.046756268214587
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_30,2,SCD,3.004689148470159,3.195332351901924
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_31,1,SCD,3.099763709564004,2.679177944686153
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_31,2,SCD,2.8686883271622587,3.0356831296880067
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_32,1,SCD,4.169170136369901,3.624723142555275
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_32,2,SCD,2.773777408282028,3.0206704134392486
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_33,2,SCD,3.988380964054889,3.7047787862782
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_33,4,SCD,3.425067317589656,3.096688055728956
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_34,2,SCD,3.314237031873802,2.7646998942534946
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_34,3,SCD,3.613605220774638,3.120127022553153
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_35,3,SCD,3.7300682040353,3.261108253863206
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_35,6,SCD,2.8917902746104107,3.527231441244926
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_36,1,SCD,3.2734546183059217,3.0871759599832407
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_36,2,SCD,3.8310146880891818,3.595631705811817
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_37,1,SCD,3.4243515649255865,3.664891779859944
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_37,2,SCD,3.4533192467753837,2.6394171857506823
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_38,1,SCD,2.91021825243922,2.7444017151168185
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_38,2,SCD,3.1028621804565293,3.4924451257762343
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_39,2,SCD,3.058642039263592,2.5323838575217605
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_39,3,SCD,3.4554366304708237,2.896799737572404
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_40,2,SCD,3.2304920881908115,3.474850712224168
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_40,3,SCD,2.803728226128565,3.131705759508085
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_41,2,SCD,2.901143414115845,3.544259399357633
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_41,3,SCD,2.6564753349781105,3.1230458251021527
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_42,2,SCD,3.776737141583198,2.572424095958722
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_42,3,SCD,2.9114438602045283,2.4949026171518645
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_43,2,SCD,3.5682094659294736,3.5141337068485283
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_43,3,SCD,4.107146518423335,3.252066600939214
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_44,1,SCD,3.1318519232428503,2.603421853376351
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_44,2,SCD,4.144475464330089,3.41286054596616
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_45,1,SCD,3.305831830339047,2.669868351749571
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_45,2,SCD,3.900982352310396,2.871801095191781
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_46,1,SCD,3.2130509929171693,3.204570856149973
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_46,2,SCD,4.173379912016008,4.320702357073384
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_47,1,SCD,3.072727025848296,3.976746228076144
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_47,2,SCD,2.6764760542957364,2.9498844623078395
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_48,1,SCD,3.0371022992815133,3.958308868684588
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_48,2,SCD,3.086347363051209,3.649106517351963
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_49,2,SCD,2.741238991493443,2.751868228453599
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_49,3,SCD,3.447968976237232,3.471047089374572
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_50,1,SCD,3.3034049929077227,3.0604070837791104
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_0nM,Position_50,2,SCD,3.5222183632760524,2.848960741733167
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_1,1,SCD,3.678480765656014,3.981299779132162
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_2,2,SCD,3.123563957531596,3.253463936401967
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_2,4,SCD,3.252633290872569,2.663884913878084
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_3,1,SCD,3.2597659609697622,3.1309606467118454
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_3,3,SCD,3.748073526169061,2.1609278561775365
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_4,1,SCD,3.2429971908465367,3.9728222053990048
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_4,2,SCD,3.198324568710326,3.1528935226980623
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_5,1,SCD,2.764201503074559,2.815173699659045
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_5,2,SCD,3.07235026812813,3.677550144932161
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_6,1,SCD,3.5996420487689846,3.3352308788512817
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_6,2,SCD,3.2922695854113595,3.107383531981428
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_7,1,SCD,2.7721453204734283,2.688770030413651
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_7,2,SCD,2.938364132055481,2.693476946765211
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_8,1,SCD,3.524400432791791,2.454775586517115
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_8,2,SCD,3.1600066930423987,2.541388460595013
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_9,1,SCD,3.187567945960917,2.4550966666596543
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_9,2,SCD,2.651532752254229,2.581529379174712
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_10,1,SCD,2.8050454520714565,2.826829308484992
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_10,2,SCD,2.9806703623251014,3.162410233805009
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_11,1,SCD,3.076007747042387,3.3511834828422686
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_11,2,SCD,3.2563598044036346,3.275588047154267
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_12,1,SCD,2.920628472785665,2.5848990038669464
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_12,2,SCD,3.381780643057475,3.5860063624357066
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_13,1,SCD,2.459710263255381,2.9256813997568782
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_13,2,SCD,2.720086878149283,2.694312747829126
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_14,1,SCD,2.854321199146354,2.704971215834685
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_14,2,SCD,3.3289567735112437,2.792691338825913
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_15,1,SCD,2.671021902194191,2.684960896211112
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_15,2,SCD,2.934973966501896,2.8882786617614906
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_16,1,SCD,3.582114313307295,2.927959671639927
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_16,2,SCD,2.952537401465677,2.8475166565150167
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_17,2,SCD,2.9292014200588445,2.883871919087008
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_17,3,SCD,2.9835838658968283,2.8179041818951625
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_18,1,SCD,2.695679774698025,2.9248971357986706
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_18,2,SCD,2.814796888046487,2.8028854582862763
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_19,1,SCD,3.4860648128256524,3.4328043130048584
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_19,2,SCD,3.0497905505978937,2.961871293045809
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_20,1,SCD,3.397684123376249,2.8631782957269984
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_20,2,SCD,2.6377260915753635,2.1764635918586777
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_21,1,SCD,3.2623952445177813,2.9967851508576127
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_21,3,SCD,2.6952796298955137,2.6670224448406565
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_22,1,SCD,3.1419596375293204,3.2208567376308865
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_22,2,SCD,3.1943339317840715,3.228696798027127
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_23,1,SCD,2.8623290122550498,2.27861866421635
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_23,3,SCD,2.9011413680745317,2.3112629175961064
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_24,1,SCD,2.961437745211011,2.981496796671415
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_24,2,SCD,3.4905359930355364,2.259438198606916
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_25,1,SCD,3.706108253601204,3.712398217818933
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_25,2,SCD,3.831571009703522,3.0827720190624497
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_26,2,SCD,3.0629109865999418,3.294045350844069
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_26,3,SCD,2.762498813253894,2.64917948476694
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_27,1,SCD,2.311567499560231,2.714513786175495
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_27,2,SCD,2.4738886341747683,2.242627943494299
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_28,1,SCD,2.632549212238309,1.9821255195916496
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_28,2,SCD,3.067528885224004,1.9606063468977448
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_29,3,SCD,2.9674758667250627,2.4790635642438006
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_29,6,SCD,2.918948612292154,2.5931505218325595
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_30,1,SCD,2.7729469752022533,3.281975992030566
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_30,2,SCD,3.31395713046569,3.038721960883472
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_31,2,SCD,2.87153627528145,2.703466070703706
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_31,3,SCD,2.941620531961328,2.978478645479978
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_32,1,SCD,3.367851305906078,3.391532905377818
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_32,2,SCD,2.9467076479255323,2.6994318627268403
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_33,1,SCD,2.430993605634855,2.8160244399802683
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_33,2,SCD,2.94762871544227,3.211104404895028
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_34,1,SCD,3.3500407702381856,2.6105220300191645
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_34,2,SCD,3.6004537044303566,3.136564495544734
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_35,1,SCD,3.608128991160117,2.8680027032581306
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_35,2,SCD,3.165444680279324,2.9236237746341054
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_36,1,SCD,2.726165958410433,2.843440340088252
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_36,6,SCD,3.198537707687571,3.016620799027039
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_37,1,SCD,2.952051072522023,3.056081587673106
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_37,2,SCD,3.148045633455937,3.273777908609989
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_38,1,SCD,2.800286868598399,3.236592191746845
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_38,2,SCD,2.858217416941907,2.957964823643941
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_39,1,SCD,3.683238946661708,3.0789409690718355
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_39,2,SCD,3.005843433728917,2.508414025118277
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_40,2,SCD,2.785465427232028,2.785906912787078
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_40,4,SCD,2.594024356986848,2.5872470955167723
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_41,1,SCD,3.227728924932232,3.334264622889448
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_41,2,SCD,2.9625322692821734,3.624454702235948
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_42,1,SCD,2.955338437335635,3.104148307678709
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_42,2,SCD,3.5661267945097457,3.2150107592428507
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_43,1,SCD,2.858686185560023,2.9169103458143
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_43,2,SCD,3.2306125769100444,3.0548990593409906
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_44,1,SCD,3.929953940177274,3.2405859488112965
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_44,2,SCD,3.109102891151393,3.068855671571477
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_45,2,SCD,2.729627874556737,2.6518695010255264
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_45,3,SCD,3.2337517929877304,2.8317764469463698
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_46,1,SCD,3.707537917839612,2.6279342278655715
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_46,2,SCD,3.338228143556365,2.553070489986989
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_47,1,SCD,3.078119765342524,2.6840109276539934
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_47,2,SCD,2.778499976249573,3.489586078196071
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_48,1,SCD,3.219198207449381,3.181438826851526
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_48,2,SCD,2.709002794162404,2.5250177664746944
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_49,1,SCD,3.45284420550734,3.2952103112069304
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_49,2,SCD,3.121201474012433,2.984396323438896
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_50,1,SCD,3.2691952287593717,3.5535343455358364
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_15nM,Position_50,2,SCD,2.814963993941806,2.7509273595681107
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_1,1,SCD,4.302297658920944,3.661639885993359
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_1,2,SCD,3.9281093470851873,3.2519384102364413
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_2,5,SCD,2.892744458825183,2.5508985785788054
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_2,10,SCD,3.111005846407656,3.812442099328503
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_3,1,SCD,2.7441627873443983,2.5235096833170414
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_4,2,SCD,3.721134965248893,2.9842381374497142
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_4,4,SCD,2.9800223563908275,2.985390138753856
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_5,2,SCD,2.904247242068154,3.15906069007015
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_5,4,SCD,3.316081826065981,3.0994265159772474
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_6,1,SCD,3.137728584585491,2.8055859269822787
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_6,2,SCD,3.904650504876354,3.066315949805669
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_7,1,SCD,3.3539463460394434,2.663076351234009
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_8,1,SCD,2.6675156273753773,2.2998083119040404
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_8,3,SCD,2.841005098763147,2.3456448246300003
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_9,2,SCD,3.048516422719885,2.153076779313824
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_9,4,SCD,2.78005330621058,2.3914541349807843
SCD,Diploids,2020-04-28_Diploid_SCD_2,2020-04-28_ASY15_SCD_60nM,Position_10,1,SCD,3.1237351167292786,2.751150653518608
